	manual_annotation
99513-Sample_116	Exc. Neurons
99535-Sample_116	Exc. Neurons
99538-Sample_116	Astrocytes
99588-Sample_116	Astrocytes
99632-Sample_116	Astrocytes
99633-Sample_116	Astrocytes
99683-Sample_116	Astrocytes
99691-Sample_116	Astrocytes
99703-Sample_116	Astrocytes
99710-Sample_116	Astrocytes
99717-Sample_116	Inh. Neurons
99754-Sample_116	Oligodendrocytes
99789-Sample_116	Astrocytes
99793-Sample_116	Exc. Neurons
99802-Sample_116	Astrocytes
99839-Sample_116	Exc. Neurons
99864-Sample_116	Exc. Neurons
99877-Sample_116	Astrocytes
99878-Sample_116	Astrocytes
99921-Sample_116	Endothelial
99934-Sample_116	Oligodendrocytes
99984-Sample_116	Astrocytes
99992-Sample_116	Astrocytes
100019-Sample_116	Oligodendrocytes
100029-Sample_116	Astrocytes
100033-Sample_116	Microglia
100068-Sample_116	Astrocytes
100079-Sample_116	Astrocytes
100108-Sample_116	Inh. Neurons
100115-Sample_116	Astrocytes
100121-Sample_116	OPCs
100132-Sample_116	Inh. Neurons
100142-Sample_116	OPCs
100207-Sample_116	Oligodendrocytes
100217-Sample_116	Astrocytes
100233-Sample_116	Astrocytes
100238-Sample_116	Astrocytes
100248-Sample_116	Oligodendrocytes
100259-Sample_116	Astrocytes
100278-Sample_116	Astrocytes
100281-Sample_116	Oligodendrocytes
100315-Sample_116	Astrocytes
100338-Sample_116	Astrocytes
100385-Sample_116	Astrocytes
100391-Sample_116	Oligodendrocytes
100405-Sample_116	Oligodendrocytes
100406-Sample_116	Oligodendrocytes
100431-Sample_116	Oligodendrocytes
100435-Sample_116	Oligodendrocytes
100445-Sample_116	Inh. Neurons
100473-Sample_116	Oligodendrocytes
100527-Sample_116	Astrocytes
100561-Sample_116	Astrocytes
100607-Sample_116	Astrocytes
100709-Sample_116	Astrocytes
100724-Sample_116	Astrocytes
100734-Sample_116	Astrocytes
100756-Sample_116	Astrocytes
100826-Sample_116	Astrocytes
100839-Sample_116	Oligodendrocytes
100846-Sample_116	Oligodendrocytes
100873-Sample_116	Inh. Neurons
100893-Sample_116	Exc. Neurons
100910-Sample_116	Inh. Neurons
100956-Sample_116	Astrocytes
100957-Sample_116	Oligodendrocytes
100971-Sample_116	Exc. Neurons
101017-Sample_116	Microglia
101037-Sample_116	Oligodendrocytes
101049-Sample_116	Astrocytes
101086-Sample_116	Inh. Neurons
101140-Sample_116	Astrocytes
101200-Sample_116	Astrocytes
101226-Sample_116	Oligodendrocytes
101232-Sample_116	Astrocytes
101271-Sample_116	Exc. Neurons
101286-Sample_116	Astrocytes
101322-Sample_116	Microglia
101330-Sample_116	Astrocytes
101349-Sample_116	Astrocytes
101355-Sample_116	Exc. Neurons
101365-Sample_116	Astrocytes
101416-Sample_116	Oligodendrocytes
101473-Sample_116	Astrocytes
101497-Sample_116	Astrocytes
101502-Sample_116	Astrocytes
101514-Sample_116	OPCs
101541-Sample_116	Oligodendrocytes
101557-Sample_116	OPCs
101581-Sample_116	Oligodendrocytes
101586-Sample_116	Astrocytes
101601-Sample_116	Oligodendrocytes
101644-Sample_116	Astrocytes
101654-Sample_116	Astrocytes
101658-Sample_116	Microglia
101671-Sample_116	Oligodendrocytes
101688-Sample_116	Inh. Neurons
101734-Sample_116	Inh. Neurons
101770-Sample_116	Oligodendrocytes
101808-Sample_116	Oligodendrocytes
101860-Sample_116	Astrocytes
101883-Sample_116	Astrocytes
101888-Sample_116	Oligodendrocytes
101915-Sample_116	Oligodendrocytes
101985-Sample_116	Astrocytes
102013-Sample_116	Astrocytes
102014-Sample_116	Astrocytes
102051-Sample_116	Oligodendrocytes
102053-Sample_116	Exc. Neurons
102061-Sample_116	Oligodendrocytes
102063-Sample_116	Oligodendrocytes
102082-Sample_116	Astrocytes
102091-Sample_116	Astrocytes
102097-Sample_116	Astrocytes
102102-Sample_116	Oligodendrocytes
102116-Sample_116	Exc. Neurons
102155-Sample_116	Astrocytes
102156-Sample_116	Astrocytes
102172-Sample_116	Astrocytes
102182-Sample_116	Oligodendrocytes
102198-Sample_116	Astrocytes
102202-Sample_116	Astrocytes
102217-Sample_116	Astrocytes
102227-Sample_116	Oligodendrocytes
102245-Sample_116	Inh. Neurons
102268-Sample_116	Astrocytes
102271-Sample_116	Astrocytes
102307-Sample_116	Astrocytes
102319-Sample_116	Astrocytes
102338-Sample_116	Astrocytes
102348-Sample_116	Oligodendrocytes
102351-Sample_116	Astrocytes
102356-Sample_116	Astrocytes
102372-Sample_116	Astrocytes
102396-Sample_116	Astrocytes
102448-Sample_116	Astrocytes
102449-Sample_116	Oligodendrocytes
102455-Sample_116	Oligodendrocytes
102466-Sample_116	Oligodendrocytes
102468-Sample_116	Oligodendrocytes
102473-Sample_116	Inh. Neurons
102482-Sample_116	Oligodendrocytes
102486-Sample_116	Astrocytes
102511-Sample_116	Astrocytes
102527-Sample_116	Astrocytes
102530-Sample_116	Astrocytes
102531-Sample_116	Astrocytes
102553-Sample_116	Exc. Neurons
102568-Sample_116	Oligodendrocytes
102572-Sample_116	Astrocytes
102587-Sample_116	VLMCs
102601-Sample_116	Astrocytes
102607-Sample_116	Astrocytes
102638-Sample_116	Astrocytes
102639-Sample_116	Oligodendrocytes
102657-Sample_116	Oligodendrocytes
102687-Sample_116	OPCs
102691-Sample_116	Oligodendrocytes
102766-Sample_116	Astrocytes
102772-Sample_116	Oligodendrocytes
102785-Sample_116	Astrocytes
102790-Sample_116	Oligodendrocytes
102829-Sample_116	Astrocytes
102867-Sample_116	Astrocytes
102919-Sample_116	Astrocytes
102922-Sample_116	Astrocytes
102924-Sample_116	Astrocytes
102940-Sample_116	Oligodendrocytes
102955-Sample_116	Oligodendrocytes
103002-Sample_116	Astrocytes
103016-Sample_116	Astrocytes
103052-Sample_116	Astrocytes
103078-Sample_116	Astrocytes
103084-Sample_116	Astrocytes
103095-Sample_116	Oligodendrocytes
103144-Sample_116	Oligodendrocytes
103189-Sample_116	Astrocytes
103202-Sample_116	Exc. Neurons
103237-Sample_116	Astrocytes
103259-Sample_116	Astrocytes
103270-Sample_116	Astrocytes
103275-Sample_116	Oligodendrocytes
103303-Sample_116	Astrocytes
103350-Sample_116	Astrocytes
103352-Sample_116	Oligodendrocytes
103389-Sample_116	Astrocytes
103402-Sample_116	Oligodendrocytes
103459-Sample_116	Exc. Neurons
103562-Sample_116	Oligodendrocytes
103589-Sample_116	Oligodendrocytes
103614-Sample_116	Exc. Neurons
103690-Sample_116	Astrocytes
103691-Sample_116	Inh. Neurons
103706-Sample_116	Oligodendrocytes
103723-Sample_116	Astrocytes
103730-Sample_116	Astrocytes
103743-Sample_116	Oligodendrocytes
103771-Sample_116	Exc. Neurons
103772-Sample_116	Oligodendrocytes
103819-Sample_116	Oligodendrocytes
103828-Sample_116	Astrocytes
103881-Sample_116	Oligodendrocytes
103890-Sample_116	Oligodendrocytes
103899-Sample_116	Astrocytes
103938-Sample_116	Oligodendrocytes
103948-Sample_116	Oligodendrocytes
103960-Sample_116	Exc. Neurons
103984-Sample_116	Oligodendrocytes
103990-Sample_116	Oligodendrocytes
104018-Sample_116	Astrocytes
104021-Sample_116	Astrocytes
104028-Sample_116	Astrocytes
104030-Sample_116	Astrocytes
104056-Sample_116	OPCs
104065-Sample_116	Astrocytes
104078-Sample_116	Microglia
104095-Sample_116	Inh. Neurons
104126-Sample_116	Oligodendrocytes
104130-Sample_116	Astrocytes
104213-Sample_116	Astrocytes
104305-Sample_116	OPCs
104435-Sample_116	Oligodendrocytes
104438-Sample_116	OPCs
104452-Sample_116	Astrocytes
104457-Sample_116	Exc. Neurons
104465-Sample_116	Astrocytes
104529-Sample_116	Astrocytes
104553-Sample_116	Exc. Neurons
104600-Sample_116	Astrocytes
104620-Sample_116	Oligodendrocytes
104696-Sample_116	Astrocytes
104704-Sample_116	Exc. Neurons
104746-Sample_116	Oligodendrocytes
104769-Sample_116	Astrocytes
104798-Sample_116	Astrocytes
104804-Sample_116	Astrocytes
104806-Sample_116	Inh. Neurons
104825-Sample_116	Astrocytes
104842-Sample_116	Inh. Neurons
104846-Sample_116	Exc. Neurons
104864-Sample_116	Inh. Neurons
104867-Sample_116	Astrocytes
104887-Sample_116	Oligodendrocytes
104900-Sample_116	Astrocytes
104911-Sample_116	Oligodendrocytes
104928-Sample_116	Astrocytes
104946-Sample_116	Astrocytes
104967-Sample_116	Astrocytes
104995-Sample_116	Oligodendrocytes
104999-Sample_116	Oligodendrocytes
105007-Sample_116	Inh. Neurons
105018-Sample_116	Exc. Neurons
105023-Sample_116	Oligodendrocytes
105052-Sample_116	Oligodendrocytes
105096-Sample_116	Astrocytes
105152-Sample_116	Astrocytes
105154-Sample_116	Inh. Neurons
105156-Sample_116	Astrocytes
105166-Sample_116	Oligodendrocytes
105167-Sample_116	Astrocytes
105172-Sample_116	Astrocytes
105228-Sample_116	Astrocytes
105237-Sample_116	Inh. Neurons
105239-Sample_116	Astrocytes
105259-Sample_116	Astrocytes
105290-Sample_116	Oligodendrocytes
105310-Sample_116	Oligodendrocytes
105332-Sample_116	Astrocytes
105333-Sample_116	Oligodendrocytes
105360-Sample_116	Astrocytes
105380-Sample_116	Astrocytes
105396-Sample_116	Oligodendrocytes
105400-Sample_116	Astrocytes
105437-Sample_116	Astrocytes
105442-Sample_116	Astrocytes
105457-Sample_116	Oligodendrocytes
105493-Sample_116	Astrocytes
105508-Sample_116	Astrocytes
105516-Sample_116	Astrocytes
105519-Sample_116	Astrocytes
105536-Sample_116	Inh. Neurons
105562-Sample_116	Oligodendrocytes
105565-Sample_116	Astrocytes
105582-Sample_116	Microglia
105592-Sample_116	Oligodendrocytes
105613-Sample_116	Astrocytes
105661-Sample_116	Astrocytes
105665-Sample_116	Astrocytes
105720-Sample_116	Astrocytes
105724-Sample_116	Oligodendrocytes
105726-Sample_116	Exc. Neurons
105728-Sample_116	Astrocytes
105735-Sample_116	Astrocytes
105744-Sample_116	Astrocytes
105754-Sample_116	Microglia
105773-Sample_116	Astrocytes
105793-Sample_116	Exc. Neurons
105860-Sample_116	Exc. Neurons
105861-Sample_116	Oligodendrocytes
105880-Sample_116	Inh. Neurons
105905-Sample_116	Astrocytes
105956-Sample_116	Exc. Neurons
106031-Sample_116	Astrocytes
106060-Sample_116	Astrocytes
106089-Sample_116	Inh. Neurons
106101-Sample_116	Astrocytes
106117-Sample_116	Astrocytes
106205-Sample_116	Oligodendrocytes
106222-Sample_116	Oligodendrocytes
106232-Sample_116	Oligodendrocytes
106350-Sample_116	Astrocytes
106353-Sample_116	Astrocytes
106370-Sample_116	Astrocytes
106372-Sample_116	Astrocytes
106417-Sample_116	Astrocytes
106418-Sample_116	Astrocytes
106456-Sample_116	Inh. Neurons
106458-Sample_116	Astrocytes
106464-Sample_116	Astrocytes
106469-Sample_116	Astrocytes
106472-Sample_116	Oligodendrocytes
106494-Sample_116	Inh. Neurons
106519-Sample_116	Astrocytes
106554-Sample_116	Astrocytes
106579-Sample_116	OPCs
106584-Sample_116	Astrocytes
106587-Sample_116	Oligodendrocytes
106610-Sample_116	Astrocytes
106613-Sample_116	Astrocytes
106628-Sample_116	Inh. Neurons
106675-Sample_116	Astrocytes
106688-Sample_116	Astrocytes
106779-Sample_116	Oligodendrocytes
106802-Sample_116	Astrocytes
106809-Sample_116	Exc. Neurons
106842-Sample_116	Astrocytes
106854-Sample_116	Astrocytes
106893-Sample_116	Astrocytes
106898-Sample_116	Inh. Neurons
106935-Sample_116	Astrocytes
106942-Sample_116	VLMCs
106977-Sample_116	Microglia
106981-Sample_116	Astrocytes
106986-Sample_116	Oligodendrocytes
106993-Sample_116	Astrocytes
107008-Sample_116	Inh. Neurons
107028-Sample_116	Astrocytes
107050-Sample_116	Inh. Neurons
107071-Sample_116	Astrocytes
107074-Sample_116	Astrocytes
107089-Sample_116	Exc. Neurons
107109-Sample_116	Astrocytes
107139-Sample_116	Astrocytes
107162-Sample_116	Astrocytes
107163-Sample_116	Exc. Neurons
107190-Sample_116	Astrocytes
107206-Sample_116	Exc. Neurons
107235-Sample_116	Astrocytes
107240-Sample_116	Oligodendrocytes
107269-Sample_116	Exc. Neurons
107295-Sample_116	Astrocytes
107307-Sample_116	Oligodendrocytes
107312-Sample_116	Astrocytes
107375-Sample_116	Oligodendrocytes
107383-Sample_116	Exc. Neurons
107402-Sample_116	Astrocytes
107412-Sample_116	Oligodendrocytes
107500-Sample_116	Oligodendrocytes
107506-Sample_116	Astrocytes
107514-Sample_116	Oligodendrocytes
107524-Sample_116	OPCs
107525-Sample_116	Astrocytes
107580-Sample_116	Astrocytes
107582-Sample_116	Inh. Neurons
107595-Sample_116	Astrocytes
107618-Sample_116	Oligodendrocytes
107635-Sample_116	Oligodendrocytes
107642-Sample_116	Astrocytes
107649-Sample_116	OPCs
107657-Sample_116	Exc. Neurons
107683-Sample_116	Astrocytes
107693-Sample_116	Inh. Neurons
107714-Sample_116	Astrocytes
107784-Sample_116	Astrocytes
107809-Sample_116	Astrocytes
107811-Sample_116	Oligodendrocytes
107835-Sample_116	Astrocytes
107851-Sample_116	Inh. Neurons
107862-Sample_116	Exc. Neurons
107867-Sample_116	OPCs
107900-Sample_116	Astrocytes
107913-Sample_116	Astrocytes
107924-Sample_116	Astrocytes
107942-Sample_116	Oligodendrocytes
107965-Sample_116	Oligodendrocytes
107984-Sample_116	Microglia
108005-Sample_116	Astrocytes
108020-Sample_116	Oligodendrocytes
108049-Sample_116	Oligodendrocytes
108063-Sample_116	Astrocytes
108071-Sample_116	Astrocytes
108090-Sample_116	Astrocytes
108092-Sample_116	Endothelial
108095-Sample_116	Oligodendrocytes
108125-Sample_116	Astrocytes
108201-Sample_116	OPCs
108207-Sample_116	Oligodendrocytes
108210-Sample_116	Oligodendrocytes
108212-Sample_116	Oligodendrocytes
108213-Sample_116	Microglia
108237-Sample_116	Astrocytes
108240-Sample_116	Astrocytes
108254-Sample_116	Oligodendrocytes
108281-Sample_116	Exc. Neurons
108284-Sample_116	Exc. Neurons
108314-Sample_116	Oligodendrocytes
108320-Sample_116	OPCs
108365-Sample_116	Astrocytes
108370-Sample_116	Inh. Neurons
108374-Sample_116	Oligodendrocytes
108381-Sample_116	Astrocytes
108401-Sample_116	Astrocytes
108404-Sample_116	Astrocytes
108410-Sample_116	Astrocytes
108416-Sample_116	Astrocytes
108425-Sample_116	Astrocytes
108451-Sample_116	Oligodendrocytes
108459-Sample_116	Astrocytes
108475-Sample_116	Exc. Neurons
108489-Sample_116	Astrocytes
108500-Sample_116	Astrocytes
108501-Sample_116	Astrocytes
108552-Sample_116	Astrocytes
108573-Sample_116	Astrocytes
108592-Sample_116	Astrocytes
108618-Sample_116	Oligodendrocytes
108673-Sample_116	Exc. Neurons
108716-Sample_116	Astrocytes
108742-Sample_116	Astrocytes
108753-Sample_116	Astrocytes
108757-Sample_116	Oligodendrocytes
108771-Sample_116	Astrocytes
108789-Sample_116	Astrocytes
108792-Sample_116	Astrocytes
108794-Sample_116	Astrocytes
108828-Sample_116	Astrocytes
108845-Sample_116	Exc. Neurons
108876-Sample_116	Oligodendrocytes
108899-Sample_116	Exc. Neurons
108935-Sample_116	Oligodendrocytes
108953-Sample_116	Exc. Neurons
108976-Sample_116	Astrocytes
108981-Sample_116	OPCs
108994-Sample_116	Astrocytes
109003-Sample_116	Inh. Neurons
109026-Sample_116	Oligodendrocytes
109087-Sample_116	Oligodendrocytes
109092-Sample_116	Astrocytes
109129-Sample_116	Inh. Neurons
109139-Sample_116	Exc. Neurons
109143-Sample_116	Oligodendrocytes
109146-Sample_116	Astrocytes
109171-Sample_116	Astrocytes
109179-Sample_116	Astrocytes
109183-Sample_116	Astrocytes
109194-Sample_116	Oligodendrocytes
109198-Sample_116	Astrocytes
109200-Sample_116	Astrocytes
109215-Sample_116	OPCs
109218-Sample_116	Astrocytes
109221-Sample_116	Exc. Neurons
109235-Sample_116	Astrocytes
109242-Sample_116	Astrocytes
109250-Sample_116	Oligodendrocytes
109266-Sample_116	Astrocytes
109316-Sample_116	Astrocytes
109356-Sample_116	Oligodendrocytes
109363-Sample_116	Oligodendrocytes
109373-Sample_116	Astrocytes
109390-Sample_116	Astrocytes
109409-Sample_116	Oligodendrocytes
109417-Sample_116	Astrocytes
109427-Sample_116	Astrocytes
109438-Sample_116	VLMCs
109504-Sample_116	Astrocytes
109523-Sample_116	Astrocytes
109545-Sample_116	Astrocytes
109561-Sample_116	Astrocytes
109576-Sample_116	Astrocytes
109590-Sample_116	Oligodendrocytes
109629-Sample_116	Astrocytes
109633-Sample_116	Microglia
109635-Sample_116	Inh. Neurons
109676-Sample_116	Astrocytes
109693-Sample_116	OPCs
109695-Sample_116	Astrocytes
109706-Sample_116	Astrocytes
109709-Sample_116	Astrocytes
109713-Sample_116	Endothelial
109733-Sample_116	Oligodendrocytes
109739-Sample_116	Astrocytes
109784-Sample_116	Astrocytes
109801-Sample_116	Astrocytes
109822-Sample_116	Oligodendrocytes
109880-Sample_116	Inh. Neurons
109896-Sample_116	Astrocytes
109902-Sample_116	Astrocytes
109914-Sample_116	Oligodendrocytes
109926-Sample_116	Astrocytes
109947-Sample_116	Oligodendrocytes
109952-Sample_116	Astrocytes
109975-Sample_116	Astrocytes
110007-Sample_116	Astrocytes
110038-Sample_116	Astrocytes
110056-Sample_116	Astrocytes
110073-Sample_116	Astrocytes
110137-Sample_116	Oligodendrocytes
110150-Sample_116	Astrocytes
110165-Sample_116	Oligodendrocytes
110186-Sample_116	Exc. Neurons
110193-Sample_116	Astrocytes
110209-Sample_116	Astrocytes
110231-Sample_116	Astrocytes
110240-Sample_116	Astrocytes
110266-Sample_116	Astrocytes
110308-Sample_116	Oligodendrocytes
110349-Sample_116	Inh. Neurons
110363-Sample_116	Astrocytes
110374-Sample_116	Astrocytes
110377-Sample_116	Oligodendrocytes
110401-Sample_116	Astrocytes
110426-Sample_116	Astrocytes
110436-Sample_116	Astrocytes
110465-Sample_116	Astrocytes
110506-Sample_116	Oligodendrocytes
110544-Sample_116	Oligodendrocytes
110561-Sample_116	Microglia
110565-Sample_116	Astrocytes
110575-Sample_116	Astrocytes
110595-Sample_116	Oligodendrocytes
110597-Sample_116	Astrocytes
110601-Sample_116	Exc. Neurons
110607-Sample_116	Astrocytes
110657-Sample_116	Oligodendrocytes
110659-Sample_116	Astrocytes
110738-Sample_116	Inh. Neurons
110754-Sample_116	Endothelial
110774-Sample_116	Oligodendrocytes
110812-Sample_116	Oligodendrocytes
110819-Sample_116	Oligodendrocytes
110826-Sample_116	Astrocytes
110829-Sample_116	Oligodendrocytes
110847-Sample_116	Microglia
110848-Sample_116	Astrocytes
110849-Sample_116	Astrocytes
110866-Sample_116	Astrocytes
110892-Sample_116	Oligodendrocytes
110933-Sample_116	Exc. Neurons
110972-Sample_116	Exc. Neurons
110998-Sample_116	Astrocytes
111004-Sample_116	Astrocytes
111011-Sample_116	Oligodendrocytes
111020-Sample_116	Astrocytes
111029-Sample_116	Astrocytes
111065-Sample_116	Astrocytes
111081-Sample_116	Astrocytes
111109-Sample_116	Astrocytes
111117-Sample_116	Astrocytes
111121-Sample_116	Astrocytes
111152-Sample_116	Oligodendrocytes
111166-Sample_116	Astrocytes
111182-Sample_116	Oligodendrocytes
111216-Sample_116	Inh. Neurons
111219-Sample_116	Astrocytes
111222-Sample_116	Oligodendrocytes
111265-Sample_116	Exc. Neurons
111271-Sample_116	Astrocytes
111307-Sample_116	Oligodendrocytes
111359-Sample_116	Astrocytes
111403-Sample_116	Astrocytes
111413-Sample_116	Astrocytes
111419-Sample_116	Inh. Neurons
111430-Sample_116	Exc. Neurons
111476-Sample_116	Astrocytes
111494-Sample_116	Oligodendrocytes
111504-Sample_116	Astrocytes
111542-Sample_116	Astrocytes
111596-Sample_116	Inh. Neurons
111608-Sample_116	Astrocytes
111663-Sample_116	Oligodendrocytes
111666-Sample_116	Endothelial
111736-Sample_116	Astrocytes
111762-Sample_116	Astrocytes
111765-Sample_116	Astrocytes
111770-Sample_116	Exc. Neurons
111773-Sample_116	Microglia
111774-Sample_116	Astrocytes
111812-Sample_116	Astrocytes
111833-Sample_116	Astrocytes
111859-Sample_116	Astrocytes
111863-Sample_116	VLMCs
111874-Sample_116	Microglia
111898-Sample_116	Astrocytes
111903-Sample_116	Oligodendrocytes
111907-Sample_116	Astrocytes
111942-Sample_116	Astrocytes
111972-Sample_116	Astrocytes
111976-Sample_116	Astrocytes
112032-Sample_116	Exc. Neurons
112036-Sample_116	Astrocytes
112056-Sample_116	Oligodendrocytes
112076-Sample_116	Astrocytes
112105-Sample_116	Astrocytes
112106-Sample_116	Oligodendrocytes
112115-Sample_116	Exc. Neurons
112172-Sample_116	Astrocytes
112192-Sample_116	Astrocytes
112193-Sample_116	Astrocytes
112245-Sample_116	Endothelial
112274-Sample_116	Exc. Neurons
112291-Sample_116	Oligodendrocytes
112293-Sample_116	Astrocytes
112304-Sample_116	Astrocytes
112374-Sample_116	Exc. Neurons
112388-Sample_116	Astrocytes
112393-Sample_116	OPCs
112431-Sample_116	Astrocytes
112437-Sample_116	Astrocytes
112443-Sample_116	Astrocytes
112472-Sample_116	Microglia
112482-Sample_116	Astrocytes
112502-Sample_116	Oligodendrocytes
112503-Sample_116	OPCs
112512-Sample_116	Astrocytes
112522-Sample_116	Astrocytes
112530-Sample_116	Oligodendrocytes
112574-Sample_116	Astrocytes
112584-Sample_116	Astrocytes
112750-Sample_116	Oligodendrocytes
112764-Sample_116	Astrocytes
112778-Sample_116	Astrocytes
112787-Sample_116	Oligodendrocytes
112828-Sample_116	Oligodendrocytes
112849-Sample_116	Astrocytes
112851-Sample_116	OPCs
112861-Sample_116	Astrocytes
112874-Sample_116	Astrocytes
112894-Sample_116	Astrocytes
112899-Sample_116	Astrocytes
112911-Sample_116	Astrocytes
112979-Sample_116	Astrocytes
112980-Sample_116	Oligodendrocytes
113004-Sample_116	Astrocytes
113026-Sample_116	Exc. Neurons
113041-Sample_116	Oligodendrocytes
113069-Sample_116	Astrocytes
113106-Sample_116	Astrocytes
113126-Sample_116	Inh. Neurons
113130-Sample_116	Exc. Neurons
113133-Sample_116	Oligodendrocytes
113136-Sample_116	Oligodendrocytes
113152-Sample_116	Exc. Neurons
113174-Sample_116	Astrocytes
113180-Sample_116	Astrocytes
113212-Sample_116	Oligodendrocytes
113220-Sample_116	Astrocytes
113228-Sample_116	Astrocytes
113229-Sample_116	Astrocytes
113248-Sample_116	Astrocytes
113253-Sample_116	Astrocytes
113257-Sample_116	Microglia
113271-Sample_116	Astrocytes
113281-Sample_116	Exc. Neurons
113285-Sample_116	Oligodendrocytes
113294-Sample_116	Exc. Neurons
113309-Sample_116	Astrocytes
113312-Sample_116	Astrocytes
113313-Sample_116	Astrocytes
113321-Sample_116	Inh. Neurons
113352-Sample_116	Astrocytes
113356-Sample_116	Astrocytes
113372-Sample_116	Astrocytes
113384-Sample_116	Astrocytes
113395-Sample_116	Astrocytes
113401-Sample_116	Astrocytes
113435-Sample_116	Astrocytes
113474-Sample_116	Astrocytes
113483-Sample_116	Astrocytes
113501-Sample_116	Astrocytes
113528-Sample_116	Astrocytes
113542-Sample_116	Astrocytes
113570-Sample_116	Astrocytes
113579-Sample_116	Oligodendrocytes
113593-Sample_116	Exc. Neurons
113621-Sample_116	Inh. Neurons
113633-Sample_116	Oligodendrocytes
113634-Sample_116	Astrocytes
113650-Sample_116	Astrocytes
113655-Sample_116	Astrocytes
113678-Sample_116	Microglia
113686-Sample_116	Oligodendrocytes
113692-Sample_116	Oligodendrocytes
113700-Sample_116	Astrocytes
113726-Sample_116	Oligodendrocytes
113741-Sample_116	OPCs
113744-Sample_116	Endothelial
113763-Sample_116	Astrocytes
113769-Sample_116	Astrocytes
113778-Sample_116	Oligodendrocytes
113782-Sample_116	Astrocytes
113791-Sample_116	Astrocytes
113802-Sample_116	Exc. Neurons
113813-Sample_116	Oligodendrocytes
113818-Sample_116	Astrocytes
113836-Sample_116	Oligodendrocytes
113899-Sample_116	Oligodendrocytes
113908-Sample_116	Exc. Neurons
113951-Sample_116	Astrocytes
113967-Sample_116	Astrocytes
113985-Sample_116	Astrocytes
114039-Sample_116	Astrocytes
114094-Sample_116	Astrocytes
114124-Sample_116	Oligodendrocytes
114143-Sample_116	Oligodendrocytes
114149-Sample_116	Astrocytes
114186-Sample_116	Exc. Neurons
114203-Sample_116	Astrocytes
114204-Sample_116	Astrocytes
114215-Sample_116	Oligodendrocytes
114247-Sample_116	Oligodendrocytes
114260-Sample_116	Astrocytes
114287-Sample_116	VLMCs
114302-Sample_116	Oligodendrocytes
114311-Sample_116	Astrocytes
114320-Sample_116	Astrocytes
114362-Sample_116	Astrocytes
114392-Sample_116	Oligodendrocytes
114393-Sample_116	Microglia
114433-Sample_116	Astrocytes
114448-Sample_116	Oligodendrocytes
114456-Sample_116	Astrocytes
114502-Sample_116	Microglia
114550-Sample_116	Oligodendrocytes
114575-Sample_116	Astrocytes
114577-Sample_116	Astrocytes
114594-Sample_116	Astrocytes
114624-Sample_116	Inh. Neurons
114632-Sample_116	Astrocytes
114660-Sample_116	Astrocytes
114677-Sample_116	Inh. Neurons
114713-Sample_116	Oligodendrocytes
114724-Sample_116	Exc. Neurons
114734-Sample_116	Oligodendrocytes
114735-Sample_116	Astrocytes
114775-Sample_116	Oligodendrocytes
114778-Sample_116	Astrocytes
114821-Sample_116	Oligodendrocytes
114822-Sample_116	Astrocytes
114874-Sample_116	Astrocytes
114876-Sample_116	Astrocytes
114885-Sample_116	Exc. Neurons
114894-Sample_116	Astrocytes
114898-Sample_116	Astrocytes
114924-Sample_116	Astrocytes
114937-Sample_116	Astrocytes
114941-Sample_116	Astrocytes
114943-Sample_116	Astrocytes
114952-Sample_116	Oligodendrocytes
114995-Sample_116	Astrocytes
115009-Sample_116	Astrocytes
115016-Sample_116	Astrocytes
115027-Sample_116	Microglia
115111-Sample_116	Exc. Neurons
115134-Sample_116	Astrocytes
115158-Sample_116	Astrocytes
115219-Sample_116	Exc. Neurons
115234-Sample_116	Astrocytes
115239-Sample_116	Astrocytes
115241-Sample_116	OPCs
115256-Sample_116	Astrocytes
115273-Sample_116	Inh. Neurons
115282-Sample_116	Astrocytes
115293-Sample_116	OPCs
115316-Sample_116	OPCs
115359-Sample_116	Oligodendrocytes
115421-Sample_116	Oligodendrocytes
115462-Sample_116	OPCs
115506-Sample_116	Astrocytes
115522-Sample_116	Inh. Neurons
115532-Sample_116	Astrocytes
115535-Sample_116	Astrocytes
115547-Sample_116	Oligodendrocytes
115561-Sample_116	VLMCs
115622-Sample_116	Astrocytes
115639-Sample_116	Microglia
115665-Sample_116	Astrocytes
115683-Sample_116	Oligodendrocytes
115740-Sample_116	Astrocytes
115752-Sample_116	Astrocytes
115759-Sample_116	Inh. Neurons
115766-Sample_116	Astrocytes
115784-Sample_116	Astrocytes
115806-Sample_116	Astrocytes
115808-Sample_116	Astrocytes
115836-Sample_116	Astrocytes
115843-Sample_116	Exc. Neurons
115861-Sample_116	Oligodendrocytes
115877-Sample_116	Astrocytes
115878-Sample_116	Inh. Neurons
115895-Sample_116	Oligodendrocytes
115898-Sample_116	Astrocytes
115907-Sample_116	Oligodendrocytes
115924-Sample_116	OPCs
115942-Sample_116	Oligodendrocytes
115981-Sample_116	Astrocytes
115989-Sample_116	Oligodendrocytes
115997-Sample_116	Oligodendrocytes
116005-Sample_116	Astrocytes
116006-Sample_116	Oligodendrocytes
116012-Sample_116	Exc. Neurons
116021-Sample_116	Astrocytes
116032-Sample_116	Astrocytes
116037-Sample_116	Astrocytes
116118-Sample_116	Astrocytes
116130-Sample_116	Astrocytes
116134-Sample_116	Astrocytes
116149-Sample_116	Oligodendrocytes
116154-Sample_116	Oligodendrocytes
116170-Sample_116	Exc. Neurons
